user,login_count_mean,login_count_std,after_hours_logins_mean,after_hours_logins_std,usb_events_mean,usb_events_std,files_accessed_mean,files_accessed_std,unique_files_mean,unique_files_std,websites_visited_mean,websites_visited_std,email_count_mean,email_count_std,email_size_mean,email_size_std,attachments_mean,attachments_std,wikileaks_visits_mean,wikileaks_visits_std,job_site_visits_mean,job_site_visits_std,keylogger_downloads_mean,keylogger_downloads_std
ALB0892,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,1.0,2.76271186440678,0.727276048023873,80924.40677966102,28566.39984807244,0.7288135593220338,1.3875121431537747,0.0,1.0,0.0,1.0,0.0,1.0
ALC0788,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,1.0,2.9545454545454546,0.3015113445777636,92397.02272727272,18955.218972668106,1.9772727272727273,1.8984526914212216,0.0,1.0,2.3636363636363638,1.9776766859109636,0.0,1.0
ALD0529,2.7954545454545454,0.4080324573583921,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,1.0,2.7954545454545454,0.7014783543394374,84206.65909090909,23586.38942857569,1.2045454545454546,1.650645334752941,0.0,1.0,1.7045454545454546,1.6646746375939732,0.0,1.0
ALD0544,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.545454545454545,1.5914677364072982,257703.61363636365,56940.658609589016,6.045454545454546,4.120027915092524,0.0,1.0,9.113636363636363,6.168999425450214,0.0,1.0
ALH0402,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.636363636363637,1.2956260781803086,255696.02272727274,48878.35250976898,3.772727272727273,3.7408097392523736,0.0,1.0,0.9090909090909091,1.5821413487287708,0.0,1.0
AMD0077,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,190.0,1.0,17.65909090909091,1.2564842389405972,529962.2727272727,61933.159133827365,7.431818181818182,4.206294990555074,0.0,1.0,11.227272727272727,8.413343876230428,0.0,1.0
AMH0464,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,0.9545454545454546,0.21070705494148542,28781.795454545456,11825.95689540901,0.36363636363636365,0.749911904621767,0.0,1.0,0.0,1.0,0.0,1.0
AMH0794,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.613636363636363,1.145586253711804,253046.52272727274,48798.56047509323,4.2272727272727275,3.8085804983303366,0.0,1.0,11.227272727272727,5.130227957959981,0.0,1.0
AMJ0297,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,0.9318181818181818,0.25497170592935264,29142.863636363636,12394.834848081078,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
AMM0014,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,190.0,1.0,17.727272727272727,0.6237037297425073,531982.6136363636,43980.77493908674,0.0,1.0,0.0,1.0,3.6363636363636362,4.10383206675606,0.0,1.0
AMR0318,2.9318181818181817,0.6611381051492481,0.11363636363636363,0.3210382206405505,0.6363636363636364,1.1225160503521086,0.3409090909090909,1.2748585296467634,0.3409090909090909,1.2748585296467634,162.0,1.0,14.022727272727273,2.791087446353552,420842.75,94748.50366005667,3.159090909090909,3.576039005420316,0.0,1.0,0.0,1.0,0.0,1.0
AMR0400,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.590909090909092,1.4029567086788748,263258.11363636365,47105.09993285718,0.0,1.0,0.0,1.0,2.6136363636363638,2.797140642096888,0.0,1.0
AMV0036,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,143.0,1.0,13.659090909090908,1.1801297094295293,416974.4318181818,59573.62727981495,0.0,1.0,0.0,1.0,0.6818181818181818,0.9589899549084036,0.0,1.0
AMW0392,2.6842105263157894,0.46896141848778466,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,90.0,1.0,9.0,1.0,273545.15789473685,30161.73595313716,1.8070175438596492,2.7802787404659117,0.0,1.0,3.2982456140350878,2.8155493772511524,0.0,1.0
ANP0555,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.727272727272727,0.5852304798861196,262648.2272727273,38059.40768573531,0.0,1.0,0.0,1.0,7.25,5.545268253204709,0.0,1.0
ANT0430,3.0,0.6819943394704735,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.659090909090908,1.2564842389405968,264716.25,52658.1241458899,5.704545454545454,4.542202853828492,0.0,1.0,5.818181818181818,4.5200984104986,0.0,1.0
AOB0019,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,114.0,1.0,10.545454545454545,1.6204298231763457,307574.3181818182,57013.85685577519,2.0454545454545454,2.3323263708605224,0.0,1.0,0.022727272727272728,0.1507556722888818,0.0,1.0
AOK0844,3.0483870967741935,0.663508295001423,0.0,1.0,2.1129032258064515,1.7377660306745764,3.870967741935484,3.5551111714776664,3.870967741935484,3.5551111714776664,10.0,1.0,0.967741935483871,0.17812704394997528,28253.5,13417.018481861869,0.5806451612903226,1.0487836373280346,0.0,1.0,0.08064516129032258,0.3288523061170442,0.0,1.0
AOS0987,3.0681818181818183,0.661138105149248,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,90.0,1.0,8.681818181818182,0.7078538567052041,257369.8409090909,37744.01025632962,4.568181818181818,4.167413604649755,0.0,1.0,0.0,1.0,0.0,1.0
APG0307,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,0.9772727272727273,0.15075567228888181,28544.954545454544,11485.412746234862,0.36363636363636365,1.0136489253006753,0.0,1.0,0.20454545454545456,0.4615215208036401,0.0,1.0
AQD0820,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.545454545454545,1.3198757068780245,257086.75,47154.208479287816,3.159090909090909,3.3684112728660742,0.0,1.0,5.795454545454546,3.4342972298568033,0.0,1.0
ARA0252,2.8181818181818183,0.390153653257413,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.681818181818182,1.051526626026716,261134.11363636365,40276.24767239597,6.090909090909091,3.063803547486335,0.0,1.0,11.75,6.755273564425984,0.0,1.0
ARB0834,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,29624.477272727272,9923.635001884855,0.3181818181818182,0.8832478983242992,0.0,1.0,0.18181818181818182,0.44579311463624294,0.0,1.0
ARB0881,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,1.0,2.909090909090909,0.47339357823636913,84671.45454545454,20157.968640107567,2.0454545454545454,2.1561652593882528,0.0,1.0,0.0,1.0,0.0,1.0
ARD0509,2.1818181818181817,0.5816067269023052,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,30.0,1.0,2.9318181818181817,0.3339493954650929,90140.75,20162.358918752652,1.5681818181818181,1.9929845245286206,0.0,1.0,0.6136363636363636,0.9204627019188115,0.0,1.0
ARL0034,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,143.0,1.0,13.363636363636363,1.9776766859109636,398680.6818181818,67011.97927992191,4.568181818181818,2.936520067308965,0.0,1.0,0.0,1.0,0.0,1.0
ASB0796,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.863636363636363,0.4086796147156642,272569.04545454547,32691.060625017704,3.4318181818181817,3.1944554237843814,0.0,1.0,10.136363636363637,6.052448703339328,0.0,1.0
ASD0577,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,0.9545454545454546,0.21070705494148545,28124.977272727272,10010.593550435939,0.0,1.0,0.0,1.0,0.045454545454545456,0.21070705494148542,0.0,1.0
ASG0048,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,114.0,1.0,10.431818181818182,1.4847711791873703,317605.0681818182,63475.92700565942,9.863636363636363,5.5304270792269685,0.0,1.0,13.25,8.10146412262824,0.0,1.0
ASG0692,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.545454545454545,1.454016817255763,259794.93181818182,54021.25368838649,1.4318181818181819,1.957665045734239,0.0,1.0,1.3409090909090908,1.6557606531079756,0.0,1.0
ASL0378,2.8636363636363638,0.3471417571787742,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.931818181818182,0.33394939546509284,273021.25,37839.837207799814,3.6136363636363638,3.7492071043362056,0.0,1.0,12.295454545454545,7.902250328463394,0.0,1.0
ASM0575,2.75,0.4380187953915665,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,0.9545454545454546,0.21070705494148542,28249.0,12821.285858671408,0.8181818181818182,1.9322565104010685,0.0,1.0,0.29545454545454547,0.5094249130852176,0.0,1.0
ASS0206,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,143.0,1.0,13.431818181818182,1.8223129600353767,405224.38636363635,66319.1012595203,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ASS0517,2.6818181818181817,0.4711552981879443,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,1.0,2.9545454545454546,0.3015113445777636,91436.70454545454,22781.79247759209,1.6590909090909092,1.7776805088494785,0.0,1.0,0.0,1.0,0.0,1.0
ASV0946,2.8181818181818183,0.3901536532574131,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,0.9772727272727273,0.15075567228888181,27990.340909090908,12416.93653553846,0.9090909090909091,1.6540040468185615,0.0,1.0,0.022727272727272728,0.1507556722888818,0.0,1.0
ATE0869,2.918032786885246,0.7592777701476826,0.04918032786885246,0.2843841010673605,0.9180327868852459,1.2422436954587872,1.0655737704918034,2.0725897846174353,1.0655737704918034,2.0725897846174353,150.49180327868854,19.589642629733085,15.557377049180328,2.284181765709072,457890.59016393445,77548.99913697082,9.78688524590164,5.323265771116952,0.0,1.0,4.688524590163935,4.031298316946859,0.0,1.0
ATF0274,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.772727272727273,0.8589782021664114,259855.1590909091,31783.500239679866,4.886363636363637,2.678214513621438,0.0,1.0,0.022727272727272728,0.15075567228888181,0.0,1.0
ATP0662,3.3,0.7889543583705186,0.26,0.5272183453498839,2.08,1.8052078855921503,2.9,3.308924234828705,2.9,3.308924234828705,140.14,20.22325394193526,13.34,2.22793031071166,394965.3,72995.02621754444,9.94,5.285366783943791,0.0,1.0,4.78,4.669877418309909,0.0,1.0
AVM0947,2.1818181818181817,0.5816067269023053,0.0,1.0,17.25,1.3997508083874766,22.181818181818183,3.370685716398297,22.181818181818183,3.370685716398297,9.0,1.0,1.0,1.0,31387.772727272728,9457.058439030548,0.38636363636363635,1.0829741367976042,0.0,1.0,0.29545454545454547,0.6675029990193216,0.0,1.0
AWM0764,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,1.0,2.9318181818181817,0.33394939546509295,91494.86363636363,18196.081216992607,0.5681818181818182,1.0868714922160605,0.0,1.0,1.1590909090909092,1.4296394376820674,0.0,1.0
BAH0875,2.488888888888889,0.869226987360353,0.3333333333333333,0.7071067811865475,0.0,1.0,0.0,1.0,0.0,1.0,158.4,24.149534156997724,15.444444444444445,2.4546389806349374,468618.4,83841.42122196035,2.466666666666667,2.0954496154546622,0.0,1.0,0.044444444444444446,0.2084090771399927,0.0,1.0
BAJ0654,2.1818181818181817,0.5816067269023053,0.0,1.0,0.8863636363636364,1.2429505236445777,9.727272727272727,12.518569716139442,9.727272727272727,12.518569716139442,29.0,1.0,2.7045454545454546,0.7649151177880581,81148.79545454546,25524.582742260263,1.0454545454545454,1.1998942870984162,0.0,1.0,1.8181818181818181,1.715493383131719,0.0,1.0
BAK0964,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,10.0,1.0,1.0,1.0,31326.022727272728,9682.938258868164,0.36363636363636365,0.8377963645268319,0.0,1.0,0.0,1.0,0.0,1.0
BAL0044,9.272727272727273,2.722546998023763,2.522727272727273,1.6773267264149456,6.204545454545454,2.922085472657112,7.931818181818182,7.180068430303974,7.931818181818182,7.180068430303974,118.61363636363636,9.19609600962179,10.886363636363637,0.3867520743564635,334724.4772727273,44112.78940713839,7.590909090909091,4.790097255012007,0.0,1.0,0.022727272727272728,0.15075567228888181,0.0,1.0
BAM0611,2.772727272727273,0.42391510578572117,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,162.0,1.0,14.477272727272727,1.7585490367310597,429975.45454545453,71463.71871013715,9.613636363636363,6.016318541676961,0.0,1.0,0.0,1.0,0.0,1.0
BAM0636,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,29.0,1.0,2.977272727272727,0.1507556722888818,86847.97727272728,20328.892295848673,0.4772727272727273,1.2102015277810352,0.0,1.0,0.0,1.0,0.0,1.0
BBG0325,3.1363636363636362,0.7018549870400445,0.0,1.0,2.2954545454545454,1.935945721112846,1.0454545454545454,1.9404452312704559,1.0454545454545454,1.9404452312704559,162.0,1.0,14.727272727272727,0.8453329153910614,439429.9090909091,55345.53391650651,8.136363636363637,4.557594781271679,0.0,1.0,0.0,1.0,0.0,1.0
BBH0810,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,95.0,1.0,8.522727272727273,1.7184178277900886,255027.52272727274,60627.10151351213,0.0,1.0,0.0,1.0,3.522727272727273,2.913390387812289,0.0,1.0
BBS0039,8.137931034482758,2.668923511335536,2.793103448275862,1.7602619599047422,0.0,1.0,0.0,1.0,0.0,1.0,113.20689655172414,4.270992778072193,10.655172413793103,0.6695340634119857,315029.9310344828,46286.542329841584,3.0689655172413794,2.5764182568990535,0.0,1.0,2.206896551724138,2.637359479598968,0.0,1.0
